Station,Date,Time,Campaign,Institution,River,Latitude,Longitude,Average Velocity (m/s),Flow (m3/s),Distance from Bank,Conductivity (uS/cm),Bulk Density (g/cm3),Real Density (g/cm3),Moisture (%),Organic Matter (%),pH,Sand (%),Silt (%),Clay (%),Textural Classification,0.032 mm - No. 450 (ASTM) (%),0.063 mm - No. 230 (ASTM) (%),0.125 mm - No. 120 (ASTM) (%),0.250 mm - No. 060 (ASTM) (%),0.500 mm - No. 035 (ASTM) (%),1.00 mm - No. 018 (ASTM) (%),2.00 mm - No. 010 (ASTM) (%),Residue (%),Sieve Size,Aluminum (g/100 g fraction) (% Al),Antimony (mg/kg Sb),Arsenic (mg/kg As),Sulfur (g/100 g fraction) (% S),Barium (mg/kg Ba),Beryllium (mg/kg Be),Bismuth (mg/kg Bi),Boron (mg/kg B),Cadmium (mg/kg Cd),Calcium (g/100 g fraction) (% Ca),Cerium (mg/kg Ce),Cesium (mg/kg Cs),Cobalt (mg/kg Co),Copper (mg/kg Cu),Chromium (mg/kg Cr),Dysprosium (mg/kg Dy),Erbium (mg/kg Er),Scandium (mg/kg Sc),Tin (mg/kg Sn),Strontium (mg/kg Sr),Europium (mg/kg Eu),Phosphorus (g/100 g fraction) (% P),Gadolinium (mg/kg Gd),Gallium (mg/kg Ga),Germanium (mg/kg Ge),Hafnium (mg/kg Hf),Iron (g/100 g fraction) (% Fe),Holmium (mg/kg Ho),Indium (mg/kg In),Ytterbium (mg/kg Yb),Yttrium (mg/kg Y),Lanthanum (mg/kg La),Lithium (mg/kg Li),Lutetium (mg/kg Lu),Magnesium (g/100 g fraction) (% Mg),Manganese (mg/kg Mn),Mercury (ug/kg fraction) (ug/kg Hg),Molybdenum (mg/kg Mo),Neodymium (mg/kg Nd),Niobium (mg/kg Nb),Nickel (mg/kg Ni),Gold (ug/kg fraction) (ug/kg Au),Silver (mg/kg Ag),Lead (mg/kg Pb),Potassium (g/100 g fraction) (% K),Praseodymium (mg/kg Pr),Rhenium (mg/kg Re),Rubidium (mg/kg Rb),Samarium (mg/kg Sm),Selenium (mg/kg Se),Sodium (g/100 g fraction) (% Na),Thallium (mg/kg Tl),Tantalum (mg/kg Ta),Tellurium (mg/kg Te),Terbium (mg/kg Tb),Titanium (g/100 g fraction) (% Ti),Thorium (mg/kg Th),Thulium (mg/kg Tm),Uranium (mg/kg U),Vanadium (mg/kg V),Tungsten (mg/kg W),Zinc (mg/kg Zn),Zirconium (mg/kg Zr),Lat_dd,Long_dd,data_source,Apparent Density (g/cm3),0.016 mm (%),4.75 mm - No. 004 (ASTM) (%)
El Potrillo,2017-10-24,9:20,October 2017,DE - CTN,La Estrella,"23° 8' 15.72""","61° 57' 48.96""",NA,NA,1,2640,1.42,2.63,24.7,1.18,7.7,73.93,25.08,1,Arenoso franco,16.32,14.72,1.05,0.98,NA,NA,NA,66.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-23.1377,-61.9636,sed_2017_clean.xlsx,NA,NA,NA
Liviara,2017-10-19,10:00,October 2017,DE - CTN,Orosmayo,"22° 31' 40.44""","66° 21' 0.6""",0.177,0.059,1,564,1.44,2.64,21.4,0.67,7.9,99.93,0.08,0,Arena,0,2.82,0,96.78,NA,NA,NA,0.4,0.250 mm - N° 060 (ASTM),2.55,17.4,18.1,0.5,210,1,0.27,14,0.89,0.77,36.4,81.7,38.5,5.9,12,1.4,0.5,3.1,4.68,105,0.5,0.043,2.3,6.53,0.05,0.2,1.45,0.2,0.78,0.3,5.47,17.6,21.9,0.05,0.41,208,180,0.34,17.9,0.6,5.6,1.5,0.419,11.5,0.66,4.2,5e-4,36.8,3.4,0.05,0.352,0.49,0.025,0.01,0.2,0.147,6.1,0.05,1.1,42,300,166,6,-22.5279,-66.350167,sed_2017_clean.xlsx,NA,NA,NA
Palca Grande,2017-10-16,16:25,October 2017,DE - CTN,Tumusla,"20° 44' 32,28""","65° 14' 27.54""",0.398,1.504,0,1444,1.42,2.58,30.9,1.08,7.6,88.93,10.07,1,Arena,4.95,21.58,41.91,23.94,NA,NA,NA,7.62,0.063 mm - N° 230 (ASTM),1.47,750,2240,1,34.4,0.8,2.45,19,0.7,0.86,18.2,9.3,63.9,42.7,12,1.3,0.6,2,39.9,57.9,0.4,0.041,1.9,3.68,0.05,0.05,1.95,0.2,0.19,0.4,5.59,8.7,16.5,0.05,0.34,566,3390,0.49,10.5,1.6,15.7,1930,2.58,122,0.46,2.2,5e-4,18.6,2,0.4,0.131,0.25,0.025,0.01,0.2,0.009,0.05,0.05,0.5,20,300,192,4.9,-20.742222,-65.240983,sed_2017_clean.xlsx,NA,NA,NA
Palca Grande,2017-10-16,16:25,October 2017,DE - CTN,Tumusla,"20° 44' 32,28""","65° 14' 27.54""",0.398,1.504,0,1444,1.42,2.58,30.9,1.08,7.6,88.93,10.07,1,Arena,4.95,21.58,41.91,23.94,NA,NA,NA,7.62,0.125 mm - N° 120 (ASTM),1.3,12,31.4,0.5,139,0.6,0.39,11,0.74,0.75,18,7.8,74,13,9,1.2,0.7,3.1,23.5,55.3,0.4,0.036,1.6,2.69,0.05,0.05,1.4,0.2,0.19,0.6,4.83,8.6,13.7,0.1,0.31,662,160,0.46,9.7,0.9,8,0.25,0.353,22.7,0.4,2.1,5e-4,16.7,1.7,0.05,0.108,0.22,0.025,0.01,0.2,0.025,3.3,0.05,0.5,17,300,180,3.2,-20.742222,-65.240983,sed_2017_clean.xlsx,NA,NA,NA
Palca Grande,2017-10-16,16:25,October 2017,DE - CTN,Tumusla,"20° 44' 32,28""","65° 14' 27.54""",0.398,1.504,0,1444,1.42,2.58,30.9,1.08,7.6,88.93,10.07,1,Arena,4.95,21.58,41.91,23.94,NA,NA,NA,7.62,0.250 mm - N° 060 (ASTM),1.56,143,82.5,0.5,174,0.9,6.41,12,1.2,0.51,19.5,9.69,93.3,29.1,13,1.1,0.4,3.3,18.4,53.2,0.3,0.045,1.6,3.57,0.05,0.1,1.95,0.2,36.4,0.3,4.55,9.3,20.1,0.05,0.36,400,510,0.68,10.4,1,11.5,0.25,33.5,226,0.52,2.3,5e-4,22.9,2.1,0.05,0.104,0.36,0.025,0.01,0.2,0.042,4.1,0.05,0.7,25,300,161,5.4,-20.742222,-65.240983,sed_2017_clean.xlsx,NA,NA,NA
Palca Grande,2017-10-16,16:25,October 2017,DE - CTN,Tumusla,"20° 44' 32,28""","65° 14' 27.54""",0.398,1.504,1,5770,1.6,2.64,22.85,0.82,7.8,92.93,7.07,0,Arena,2.33,9.86,37.39,45.91,NA,NA,NA,4.51,0.125 mm - N° 120 (ASTM),2.42,88.8,258,0.5,72.2,1.1,4.25,20,7.2,1.19,36.1,11.4,45.2,76.6,15,2.8,1.1,4.4,38.6,116,0.7,0.148,3.8,7.45,0.05,0.1,3.11,0.5,6.75,0.6,10.9,16.6,23.1,0.1,0.59,304,880,0.99,21.3,0.8,11.6,10,10.2,291,0.75,4.5,5e-4,33,4.7,0.05,0.196,0.81,0.025,0.11,0.5,0.072,5.4,0.1,1.1,37,300,1440,5.3,-20.742222,-65.240983,sed_2017_clean.xlsx,NA,NA,NA
Palca Grande,2017-10-16,16:25,October 2017,DE - CTN,Tumusla,"20° 44' 32,28""","65° 14' 27.54""",0.398,1.504,1,5770,1.6,2.64,22.85,0.82,7.8,92.93,7.07,0,Arena,2.33,9.86,37.39,45.91,NA,NA,NA,4.51,0.250 mm - N° 060 (ASTM),2.55,27.8,165,0.5,279,1.1,2.6,21,4.89,0.94,33,12.2,36.6,64.3,16,1.8,0.7,4.7,18,92,0.5,0.09,2.6,5.73,0.05,0.1,2.66,0.3,2.66,0.4,7.36,15.9,25.9,0.05,0.67,267,460,0.94,17.9,0.7,11.9,0.25,4.21,140,0.86,3.9,5e-4,38.6,3.2,0.05,0.207,0.64,0.025,0.03,0.3,0.079,6.5,0.05,1.2,40,300,922,5.1,-20.742222,-65.240983,sed_2017_clean.xlsx,NA,NA,NA
Palca Grande,2017-10-16,16:25,October 2017,DE - CTN,Tumusla,"20° 44' 32,28""","65° 14' 27.54""",0.398,1.504,1,1210,1.4,2.81,47.56,0.87,7.3,92.93,7.07,0,Arena,8.27,32.85,30.58,6.05,NA,NA,NA,22.25,0.250 mm - N° 060 (ASTM),2.55,27.8,165,0.5,279,1.1,2.6,21,4.89,0.94,33,12.2,36.6,64.3,16,1.8,0.7,4.7,18,92,0.5,0.09,2.6,5.73,0.05,0.1,2.66,0.3,2.66,0.4,7.36,15.9,25.9,0.05,0.67,267,460,0.94,17.9,0.7,11.9,0.25,4.21,140,0.86,3.9,5e-4,38.6,3.2,0.05,0.207,0.64,0.025,0.03,0.3,0.079,6.5,0.05,1.2,40,300,922,5.1,-20.742222,-65.240983,sed_2017_clean.xlsx,NA,NA,NA
El Puente,2017-10-16,14:15,October 2017,DE - CTN,San Juan del Oro,"21° 14' 21.90""","65° 12' 32.22""",0.137,0.005,0,714,1.63,2.63,22.68,0.35,7.6,99.93,0.07,0,Arena,2.68,15.35,21.77,56.77,NA,NA,NA,3.43,0.125 mm - N° 120 (ASTM),1.83,2.75,8.8,0.5,142,0.8,0.29,10,0.17,0.88,39.3,5.54,73.1,12.7,15,1.5,0.6,2.1,2.29,84.5,0.6,0.06,2.4,3.79,0.05,0.1,1.87,0.2,0.06,0.4,5.71,19.8,19,0.05,0.32,176,110,0.84,20.4,0.3,15.9,0.25,0.094,19.6,0.37,4.6,5e-4,15.2,4,0.05,0.213,0.16,0.025,0.01,0.3,0.024,5.1,0.05,0.8,23,300,79.6,4.9,-21.239417,-65.20895,sed_2017_clean.xlsx,NA,NA,NA
El Puente,2017-10-16,14:15,October 2017,DE - CTN,San Juan del Oro,"21° 14' 21.90""","65° 12' 32.22""",0.137,0.005,0,714,1.63,2.63,22.68,0.35,7.6,99.93,0.07,0,Arena,2.68,15.35,21.77,56.77,NA,NA,NA,3.43,0.250 mm - N° 060 (ASTM),1.84,1.89,8.6,0.5,171,0.9,0.21,9,0.13,0.64,31,5.19,76.2,12.3,16,1.4,0.6,2.3,1.06,66.1,0.5,0.059,2.1,3.72,0.05,0.1,1.87,0.2,0.05,0.4,5.75,15.7,21.1,0.05,0.34,153,170,0.71,16.3,0.3,15.9,0.25,0.099,18.5,0.42,3.7,5e-4,18.2,2.9,0.05,0.177,0.18,0.025,0.01,0.2,0.025,5.3,0.05,0.8,23,300,76.4,4.4,-21.239417,-65.20895,sed_2017_clean.xlsx,NA,NA,NA
El Puente,2017-10-16,14:15,October 2017,DE - CTN,San Juan del Oro,"21° 14' 21.90""","65° 12' 32.22""",0.137,0.005,1,1029,1.63,2.75,21.01,0.3,7.6,99.93,0.07,0,Arena,1,10.8,52.7,33.58,NA,NA,NA,1.92,0.125 mm - N° 120 (ASTM),1.81,3.2,10.3,0.5,151,1,0.29,11,0.19,0.95,72.9,4.92,71.3,14.2,17,2.1,0.8,2.6,0.88,84.1,1,0.078,4.2,3.61,0.05,0.05,2.3,0.3,0.05,0.5,7.68,34.4,16.8,0.05,0.32,202,5,1.1,38.7,0.4,18.2,0.25,0.06,22.1,0.32,8.7,5e-4,13.6,6.4,0.05,0.211,0.14,0.025,0.01,0.4,0.028,5.9,0.1,0.9,25,300,85.9,4.5,-21.239417,-65.20895,sed_2017_clean.xlsx,NA,NA,NA
El Puente,2017-10-16,14:15,October 2017,DE - CTN,San Juan del Oro,"21° 14' 21.90""","65° 12' 32.22""",0.137,0.005,1,1029,1.63,2.75,21.01,0.3,7.6,99.93,0.07,0,Arena,1,10.8,52.7,33.58,NA,NA,NA,1.92,0.250 mm - N° 060 (ASTM),1.78,2.13,8.7,0.5,164,0.9,0.21,8,0.13,0.73,38.1,4.44,86.6,12.7,16,1.4,0.6,2.3,0.96,73.6,0.6,0.052,2.4,3.64,0.05,0.05,1.98,0.2,0.03,0.4,5.74,19.1,18.8,0.05,0.31,153,270,0.8,20.2,0.3,16.5,0.25,0.068,18.4,0.39,4.5,5e-4,16.4,4.1,0.05,0.191,0.16,0.025,0.01,0.3,0.023,5.2,0.05,0.8,22,300,76.4,4.3,-21.239417,-65.20895,sed_2017_clean.xlsx,NA,NA,NA
El Puente,2017-10-16,14:15,October 2017,DE - CTN,San Juan del Oro,"21° 14' 21.90""","65° 12' 32.22""",0.137,0.005,1,1030,1.63,2.69,44.25,0.43,7.6,98.93,1.07,0,Arena,3.01,20.24,46.81,26.79,NA,NA,NA,3.15,0.063 mm - N° 230 (ASTM),2.16,3.14,9.6,0.5,241,1,0.32,13,0.26,1.12,84.1,7.49,91,14.4,23,2.3,0.8,3.6,2,109,1.2,0.083,4.7,4.02,0.05,0.1,2.43,0.3,0.05,0.5,8.56,40.6,22.1,0.05,0.44,262,410,1.01,44.2,0.7,18.7,0.25,0.083,23.1,0.41,9.9,5e-4,18.4,7.7,0.05,0.248,0.21,0.025,0.01,0.4,0.06,7.2,0.1,1,42,300,90,6,-21.239417,-65.20895,sed_2017_clean.xlsx,NA,NA,NA
El Puente,2017-10-16,14:15,October 2017,DE - CTN,San Juan del Oro,"21° 14' 21.90""","65° 12' 32.22""",0.137,0.005,1,1030,1.63,2.69,44.25,0.43,7.6,98.93,1.07,0,Arena,3.01,20.24,46.81,26.79,NA,NA,NA,3.15,0.125 mm - N° 120 (ASTM),2.08,2.6,8.4,0.5,171,0.9,0.24,10,0.1,0.89,67.9,5.71,66.1,12.7,17,2,0.8,2.8,0.85,89.5,1,0.066,3.9,3.95,0.05,0.1,2.04,0.3,0.04,0.5,6.98,32.7,19.6,0.05,0.36,189,270,0.88,35.2,0.4,17.5,0.25,0.06,19.8,0.41,8.1,5e-4,17.5,7.2,0.05,0.242,0.18,0.025,0.01,0.4,0.036,6.3,0.05,0.9,27,300,77.1,5.6,-21.239417,-65.20895,sed_2017_clean.xlsx,NA,NA,NA
El Puente,2017-10-16,14:15,October 2017,DE - CTN,San Juan del Oro,"21° 14' 21.90""","65° 12' 32.22""",0.137,0.005,1,1030,1.63,2.69,44.25,0.43,7.6,98.93,1.07,0,Arena,3.01,20.24,46.81,26.79,NA,NA,NA,3.15,0.250 mm - N° 060 (ASTM),1.69,1.84,7.3,0.5,169,0.8,0.2,8,0.1,0.64,37.5,4.98,95.9,12.1,16,1.5,0.6,2.2,1.06,67.1,0.6,0.058,2.4,3.41,0.05,0.1,1.87,0.2,0.03,0.4,5.84,18.8,20.1,0.05,0.36,154,140,0.74,20.1,0.4,16.3,0.25,0.068,17.6,0.4,4.5,5e-4,16.8,3.5,0.05,0.18,0.17,0.025,0.01,0.3,0.031,5.5,0.05,0.8,23,300,73.6,4.4,-21.239417,-65.20895,sed_2017_clean.xlsx,NA,NA,NA
Chuquiago,2017-10-05,16:05,October 2017,DE - CTN,San Juan del Oro,"21° 33' 40.08""","65° 38' 50.58""",0.328,0.658,0,764,1.52,2.74,25.9,0.6,7.8,93.93,5.08,1,Arena,13.51,48.33,21.53,3.82,NA,NA,NA,12.81,0.063 mm - N° 230 (ASTM),2.38,3.55,9.3,0.5,297,0.9,0.33,17,0.21,1.39,60.8,12,48.9,14.1,25,1.8,0.8,4.3,1.6,133,0.9,0.078,3.5,4.7,0.05,0.1,2.37,0.3,0.06,0.5,7.64,29.6,25.1,0.05,0.55,352,260,0.87,31.3,0.3,19.8,0.25,0.08,19,0.51,7.1,5e-4,23.3,5.4,0.05,0.256,0.25,0.025,0.01,0.4,0.082,7,0.05,1,49,300,76.9,6.5,-21.561133,-65.647383,sed_2017_clean.xlsx,NA,NA,NA
Chuquiago,2017-10-05,16:05,October 2017,DE - CTN,San Juan del Oro,"21° 33' 40.08""","65° 38' 50.58""",0.328,0.658,0,764,1.52,2.74,25.9,0.6,7.8,93.93,5.08,1,Arena,13.51,48.33,21.53,3.82,NA,NA,NA,12.81,0.125 mm - N° 120 (ASTM),2.35,3.37,8.5,0.5,249,0.9,0.31,14,0.16,1.17,49.9,10.2,87.2,12.1,24,1.7,0.7,3.9,2.82,121,0.8,0.059,2.9,4.82,0.05,0.2,2.08,0.3,0.04,0.4,6.42,24.7,22.2,0.05,0.54,281,230,0.8,26.4,0.9,17.7,0.25,0.096,15.9,0.59,5.9,5e-4,26.7,4.7,0.05,0.308,0.27,0.025,0.01,0.3,0.093,5.8,0.05,0.8,40,300,70.7,6.8,-21.561133,-65.647383,sed_2017_clean.xlsx,NA,NA,NA
Chuquiago,2017-10-05,16:05,October 2017,DE - CTN,San Juan del Oro,"21° 33' 40.08""","65° 38' 50.58""",0.328,0.658,0.5,556,1.72,2.75,19.4,0.32,8.2,99.93,0.08,0,Arena,0.005,0.005,3.7,96.29,NA,NA,NA,0.01,0.250 mm - N° 060 (ASTM),1.8,2.39,7.3,0.5,215,0.8,0.22,13,0.09,0.4,35.5,6.24,45.5,13.1,18,1.5,0.6,3,1.13,55.9,0.5,0.06,2.5,3.88,0.05,0.1,2.01,0.2,0.05,0.4,6.34,17.6,30.1,0.05,0.4,249,210,0.69,18.8,0.2,19.2,0.25,0.066,14.2,0.45,4.2,5e-4,19.4,3.3,0.05,0.147,0.18,0.025,0.01,0.3,0.026,6.5,0.05,0.9,27,300,67.6,5.3,-21.561133,-65.647383,sed_2017_clean.xlsx,NA,NA,NA
Chuquiago,2017-10-05,16:05,October 2017,DE - CTN,San Juan del Oro,"21° 33' 40.08""","65° 38' 50.58""",0.328,0.658,0.5,1251,1.58,2.72,20.5,0.4,8,94.93,5.08,0,Arena,7.72,44.09,39.89,2.86,NA,NA,NA,5.44,0.063 mm - N° 230 (ASTM),2.02,3.21,9.6,0.5,279,0.8,0.31,15,0.19,1.39,77,9.89,53.4,13.3,26,2.3,0.9,3.7,1.57,120,1,0.102,4.4,3.63,0.05,0.05,2.38,0.3,0.04,0.6,9.1,37.5,20.9,0.05,0.47,345,390,0.95,40,0.4,17.6,0.25,0.071,18,0.4,8.8,5e-4,17.8,7.2,0.05,0.243,0.2,0.025,0.01,0.4,0.076,7.5,0.1,1,52,300,69.9,3.9,-21.561133,-65.647383,sed_2017_clean.xlsx,NA,NA,NA
Chuquiago,2017-10-05,16:05,October 2017,DE - CTN,San Juan del Oro,"21° 33' 40.08""","65° 38' 50.58""",0.328,0.658,0.5,1251,1.58,2.72,20.5,0.4,8,94.93,5.08,0,Arena,7.72,44.09,39.89,2.86,NA,NA,NA,5.44,0.125 mm - N° 120 (ASTM),2.3,2.96,7.4,0.5,196,0.8,0.23,12,0.14,1.17,44,8.65,65.9,11,19,1.6,0.6,3.4,1.16,120,0.7,0.066,2.7,4.41,0.05,0.2,1.78,0.2,0.03,0.4,6.28,21.8,19.9,0.05,0.45,257,80,0.74,23.4,0.5,16,0.25,0.058,14.1,0.47,5.2,5e-4,20.8,4.4,0.05,0.302,0.22,0.025,0.01,0.3,0.059,5.4,0.05,0.8,33,300,58.7,6.4,-21.561133,-65.647383,sed_2017_clean.xlsx,NA,NA,NA
Tumusla,2017-10-05,10:15,October 2017,DE - CTN,Tumusla,"20° 29' 11.34""","65° 37' 10.98""",0.532,1.774,2,825,1.47,2.69,30.1,0.83,7.5,96.9,2.08,1,Arena,7.45,20.95,41.22,15.04,NA,NA,NA,15.34,0.063 mm - N° 230 (ASTM),1.85,9.33,9.3,0.5,510,1,0.26,11,0.22,0.4,24.5,9.36,94,17,16,1.6,0.6,3.8,1.98,60.6,0.5,0.095,2.4,2.29,0.05,0.05,2.84,0.2,0.08,0.3,5.78,11.8,29.5,0.05,0.36,370,250,1.23,13.6,0.7,22.3,0.25,0.108,21.7,0.51,2.9,5e-4,22.6,3,0.05,0.132,0.2,0.025,0.01,0.3,0.043,5,0.05,0.6,25,300,118,2.7,-20.486483,-65.619717,sed_2017_clean.xlsx,NA,NA,NA
Tumusla,2017-10-05,10:15,October 2017,DE - CTN,Tumusla,"20° 29' 11.34""","65° 37' 10.98""",0.532,1.774,2,825,1.47,2.69,30.1,0.83,7.5,96.9,2.08,1,Arena,7.45,20.95,41.22,15.04,NA,NA,NA,15.34,0.125 mm - N° 120 (ASTM),1.75,6.06,8.6,0.5,241,1.1,0.19,9,0.13,0.37,19.2,6.37,69.5,15.2,13,1.3,0.5,3.3,0.9,69.1,0.4,0.078,2,3.63,0.05,0.05,2.44,0.2,0.05,0.3,4.57,9.3,23.3,0.05,0.29,342,240,1.29,10.5,0.3,18.9,0.25,0.076,18,0.5,2.2,5e-4,20.6,2,0.05,0.149,0.18,0.025,0.01,0.2,0.027,4.1,0.05,0.5,19,300,93.5,2,-20.486483,-65.619717,sed_2017_clean.xlsx,NA,NA,NA
Cotagaita,2017-10-05,8:18,October 2017,DE - CTN,Cotagaita,"20° 49' 29.04""","65° 40' 18.18""",0.376,0.529,2,888,1.69,2.55,20.2,0.43,7.6,99.93,0.08,0,Arena,0.005,2.3,20.1,77.28,NA,NA,NA,0.32,0.125 mm - N° 120 (ASTM),1.94,7.63,57.5,0.5,199,1.5,3.08,19,0.4,0.45,20.5,9.59,87.6,27,14,1.3,0.5,2.9,14.6,80.3,0.4,0.048,1.8,4.31,0.05,0.05,2.79,0.2,0.16,0.3,4.95,10.2,23.1,0.05,0.21,466,300,1.63,10.8,0.1,27,0.25,0.28,29.5,0.45,2.4,5e-4,19.4,2.3,0.3,0.244,0.24,0.025,0.06,0.2,0.016,4.6,0.05,0.8,20,300,159,2.6,-20.824733,-65.671717,sed_2017_clean.xlsx,NA,NA,NA
Cotagaita,2017-10-05,8:18,October 2017,DE - CTN,Cotagaita,"20° 49' 29.04""","65° 40' 18.18""",0.376,0.529,2,888,1.69,2.55,20.2,0.43,7.6,99.93,0.08,0,Arena,0.005,2.3,20.1,77.28,NA,NA,NA,0.32,0.250 mm - N° 060 (ASTM),1.43,2.89,38.6,0.5,154,1,1.45,15,0.35,0.21,18,8.59,70.1,19.7,14,1.1,0.4,2.7,9.03,41.1,0.3,0.039,1.5,3.55,0.05,0.05,2.3,0.2,0.11,0.3,4.16,8.8,22.6,0.05,0.22,526,120,0.94,8.92,0.1,25.7,0.25,0.204,22.1,0.4,2,5e-4,17.1,1.6,0.3,0.127,0.22,0.025,0.06,0.2,0.014,4.2,0.05,0.7,18,300,132,2.1,-20.824733,-65.671717,sed_2017_clean.xlsx,NA,NA,NA
Cotagaita,2017-10-05,8:18,October 2017,DE - CTN,Cotagaita,"20° 49' 29.04""","65° 40' 18.18""",0.376,0.529,0,1162,1.61,2.67,23.4,0.8,7.5,96.93,2.08,1,Arena,5.86,30.52,38.84,16.64,NA,NA,NA,8.14,0.063 mm - N° 230 (ASTM),1.86,8.58,58.5,0.5,462,1.3,3.73,19,0.33,0.43,48.4,14.9,70.5,26.2,17,1.9,0.8,3.4,23.3,78.5,0.7,0.076,3.5,3.29,0.05,0.1,3.01,0.3,0.15,0.4,7.37,23,23.2,0.05,0.24,315,180,1.76,25.8,0.4,21.9,0.25,0.296,25.8,0.47,5.6,5e-4,21.5,4.7,0.3,0.179,0.26,0.025,0.06,0.3,0.047,6.8,0.05,0.8,31,300,113,4.2,-20.824733,-65.671717,sed_2017_clean.xlsx,NA,NA,NA
Cotagaita,2017-10-05,8:18,October 2017,DE - CTN,Cotagaita,"20° 49' 29.04""","65° 40' 18.18""",0.376,0.529,0,1162,1.61,2.67,23.4,0.8,7.5,96.93,2.08,1,Arena,5.86,30.52,38.84,16.64,NA,NA,NA,8.14,0.125 mm - N° 120 (ASTM),1.83,10.2,82.5,0.5,255,1.5,4.32,18,0.26,0.35,44.6,10.7,71.3,30.8,17,1.6,0.6,3.7,19.3,63.7,0.8,0.061,3.1,3.84,0.05,0.05,3.59,0.2,0.17,0.4,5.68,20.8,23.7,0.05,0.27,318,260,2.1,24.4,0.3,25.3,0.25,0.259,30.1,0.47,5.3,5e-4,20.8,4.8,0.3,0.167,0.25,0.025,0.09,0.3,0.033,5.7,0.05,0.8,24,300,124,3.2,-20.824733,-65.671717,sed_2017_clean.xlsx,NA,NA,NA
Cotagaita,2017-10-05,8:18,October 2017,DE - CTN,Cotagaita,"20° 49' 29.04""","65° 40' 18.18""",0.376,0.529,0.5,3020,1.58,2.73,20.7,0.58,7,98.93,0.08,1,Arena,2.71,29.94,42.47,19.55,NA,NA,NA,5.33,0.063 mm - N° 230 (ASTM),1.79,9.89,63.1,0.5,563,1.1,4.49,20,0.34,0.47,58.3,13.7,71.6,27.7,16,2.3,0.9,3.4,18.4,78.7,0.8,0.097,4,2.06,0.05,0.1,3.19,0.3,0.19,0.5,8.35,27.6,22.2,0.05,0.23,316,230,1.9,31.2,0.4,20.7,0.25,0.324,27.1,0.45,6.9,5e-4,19.5,5.9,0.3,0.177,0.25,0.025,0.09,0.4,0.05,7.7,0.1,0.9,33,300,106,4.6,-20.824733,-65.671717,sed_2017_clean.xlsx,NA,NA,NA
Cotagaita,2017-10-05,8:18,October 2017,DE - CTN,Cotagaita,"20° 49' 29.04""","65° 40' 18.18""",0.376,0.529,0.5,3020,1.58,2.73,20.7,0.58,7,98.93,0.08,1,Arena,2.71,29.94,42.47,19.55,NA,NA,NA,5.33,0.125 mm - N° 120 (ASTM),1.71,9.56,73,0.5,259,1.3,4.05,19,0.3,0.34,42,10.8,59.5,29.5,16,1.5,0.5,3.6,16.2,59.3,0.7,0.072,2.9,3.5,0.05,0.05,3.39,0.2,0.15,0.3,5.37,19.9,23.4,0.05,0.25,311,320,2.06,22.8,0.2,23.9,0.25,0.233,29.4,0.44,5,5e-4,20.2,4.3,0.3,0.157,0.26,0.025,0.07,0.3,0.032,5.5,0.05,0.8,24,300,116,3.1,-20.824733,-65.671717,sed_2017_clean.xlsx,NA,NA,NA
Tarapaya,2017-10-04,10:17,October 2017,DE - CTN,Tarapaya,"19° 28' 18,18""","65° 47' 39.9""",0.4,0.363,0,1615,1.53,2.77,26.5,0.63,7.2,97.93,2.08,0,Arena,3.88,11.19,30.73,46.65,NA,NA,NA,7.55,0.125 mm - N° 120 (ASTM),2.42,47.2,329,1,46.2,1.1,4.21,21,6.73,1.18,33.8,21.8,51.4,74.7,15,2.3,0.9,4.3,36.9,115,0.6,0.19,3.3,7.44,0.05,0.1,3.35,0.4,3.63,0.5,9.85,15.7,23.4,0.05,0.58,289,500,0.92,18.9,0.7,11.6,4.6,6.02,248,0.74,4.2,5e-4,33.4,4,0.05,0.212,0.88,0.025,0.04,0.4,0.078,5.6,0.1,1.1,37,300,1560,5.7,-19.471667,-65.794417,sed_2017_clean.xlsx,NA,NA,NA
Tarapaya,2017-10-04,10:17,October 2017,DE - CTN,Tarapaya,"19° 28' 18,18""","65° 47' 39.9""",0.4,0.363,0,1615,1.53,2.77,26.5,0.63,7.2,97.93,2.08,0,Arena,3.88,11.19,30.73,46.65,NA,NA,NA,7.55,0.250 mm - N° 060 (ASTM),2.43,23.7,257,0.5,256,1.2,2.18,23,3.94,0.96,32.1,24.3,44.2,59.1,16,1.8,0.7,4.7,23.1,86.7,0.5,0.143,2.6,6.38,0.05,0.1,2.74,0.3,1.87,0.4,6.87,15.6,27,0.05,0.64,274,330,0.94,16.8,0.6,11.8,0.25,3.24,144,0.84,3.8,5e-4,38.8,3,0.05,0.239,0.63,0.025,0.03,0.3,0.069,6.6,0.05,1.2,38,300,947,5.5,-19.471667,-65.794417,sed_2017_clean.xlsx,NA,NA,NA
